,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring
11,How To Build A Converting Landing Page From Scratch,https://www.udemy.com/course/how-to-build-a-converting-landing-page-from-scratch/?couponCode=C0A7C1E496670D5E185C,4.0,227,en,1 Stunde,Business,Finanzen,Finanzbuchhaltung,99
12,Entrepreneurship Fundamentals,https://www.udemy.com/course/business-wisdom-accelerator-x1000-learning-machine-aman-varma/?couponCode=SUCCESS,4.2,9,en,"1,5 Stunden",Business,Finanzen,Finanzbuchhaltung,7
14,Quick Guide: Setup a Local Testing Server using WAMP or MAMP,https://www.udemy.com/course/quick-guide-setup-a-local-testing-server-using-wamp-or-mamp/?couponCode=33C9B4702627392A9323,3.8,36,en,37 Min.,Business,Finanzen,Finanzbuchhaltung,6
16,Powerful Way To Grow Your Business With Contests,https://www.udemy.com/course/powerful-way-to-grow-your-business-with-contests/?couponCode=CCE7FDB78DC6624DC8D3,3.6,35,en,30 Min.,Business,Finanzen,Finanzbuchhaltung,99
17,Facebook Marketing: Reveal The Power of Promoted Posts,https://www.udemy.com/course/promoted-posts/?couponCode=5BF1A94B60536E6DDD4A,4.3,454,en,44 Min.,Business,Finanzen,Finanzbuchhaltung,99
19,Facebook Marketing: Advanced Targeting Strategies,https://www.udemy.com/course/facebook-marketing-advanced-targeting-strategies/?couponCode=06EF902EEB4A8CD37BD2,4.1,667,en,"1,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
23,Home Business: CPA Marketing From Scratch,https://www.udemy.com/course/home-business-cpa-marketing-from-scratch/?couponCode=AE11DEBF03A177024C32,4.1,286,en,2 Stunden,Business,Finanzen,Finanzbuchhaltung,99
24,Coping Skills: For A Better Life!,https://www.udemy.com/course/coping-skills-tools-training-stress/?couponCode=228F4FE7586BADCA6CE0,4.3,54,en,3 Stunden,Business,Finanzen,Finanzbuchhaltung,99
25,Your Ultimate Blueprint to Sell Products Online,https://www.udemy.com/course/sell-online/?couponCode=9106E030DDD599537BEA,3.7,106,en,1 Stunde,Business,Finanzen,Finanzbuchhaltung,99
27,10 Hacks To Increase Fan Engagement On Facebook,https://www.udemy.com/course/10-hacks-to-increase-fan-engagement-on-facebook/?couponCode=C2D87ABED6F1A2C8BBBB,4.2,249,en,32 Min.,Business,Finanzen,Finanzbuchhaltung,99
28,Podcast Coach: Podcasting Profits,https://www.udemy.com/course/podcasting-profits-coaching-for-dollars/?couponCode=9B658D59D26CB36D0974,4.7,14,en,"2,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
29,How To Grow Your Local Business With Facebook,https://www.udemy.com/course/how-to-grow-your-local-business-with-facebook/?couponCode=A7D288BDD83FCD8E47ED,3.8,141,en,1 Stunde,Business,Finanzen,Finanzbuchhaltung,99
30,Website Design - Create websites in minutes with AI Tools,https://www.udemy.com/course/artificial-intelligence-website-creation-2018-no-coding/?couponCode=5365F20F48CCE2801388,3.9,569,en,"2,5 Stunden",Business,Finanzen,Finanzbuchhaltung,9
31,Outstanding Customer Service - The Ultimate Guide!,https://www.udemy.com/course/outstanding-customer-service/?couponCode=E262DB6BA4BDF7E62578,3.9,72,en,"2,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
32,How the Internet Works & the Web Development Process,https://www.udemy.com/course/how-the-internet-works-the-web-development-process/?couponCode=86DAF1176A9842321B61,4.1,103,en,37 Min.,Business,Finanzen,Finanzbuchhaltung,99
33,How To Create High-Quality Blog Content That Gets Shared,https://www.udemy.com/course/how-to-create-high-quality-blog-content-that-gets-shared/?couponCode=664372F46A58061FCF73,4.0,237,en,33 Min.,Business,Finanzen,Finanzbuchhaltung,99
34,10 Facebook Marketing Hacks That Work In 2020,https://www.udemy.com/course/10-facebook-marketing-hacks-that-work-in-2016/?couponCode=F58C8E0B9B658498E747,4.3,487,en,39 Min.,Business,Finanzen,Finanzbuchhaltung,99
35,Songwriting magic and craft,https://www.udemy.com/course/songwriting-magic/?couponCode=81B3B2FB4EAE2C2B18AA,4.6,10,en,5 Stunden,Business,Finanzen,Finanzbuchhaltung,16
38,Powerful Proofreading Tools For Aspiring Writers,https://www.udemy.com/course/powerful-proofreading-tools-for-aspiring-writers/?couponCode=E0A7AFCE76603733D2D2,3.1,23,en,34 Min.,Business,Finanzen,Finanzbuchhaltung,99
39,Program Management Course - Program Manager Essentials,https://www.udemy.com/course/program-management-course/?couponCode=FEB-2020-1,4.1,63,en,1 Stunde,Business,Finanzen,Finanzbuchhaltung,13
43,How To Find Keywords To Reach The First Page Of Google,https://www.udemy.com/course/how-to-find-keywords-to-reach-the-first-page-of-google/?couponCode=19562867E904D7EAF258,4.2,348,en,2 Stunden,Business,Finanzen,Finanzbuchhaltung,99
45,Stress Management - For Relief From Stress of Life & Work,https://www.udemy.com/course/stress-management-reduction-tools-techniques-skills-work/?couponCode=B6E5620401E5C8DDEB93,4.3,66,en,"1,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
46,Learn Network Attacks and Security,https://www.udemy.com/course/network-attacks-and-security/?couponCode=1_LAKH_FREE,3.7,241,en,5 Stunden,Business,Finanzen,Finanzbuchhaltung,7
47,Simple and Advanced Topics of Animating 2D Characters,https://www.udemy.com/course/learn-how-to-make-animated-2d-characters-in-unity3d/?couponCode=6BA7595D4FB477271D0F,4.5,52,en,"3,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
48,Multiple Choice Questions- Civil Engineering,https://www.udemy.com/course/basic-civil-engineering/?couponCode=MCQCIVIL,4.1,9,en,fehlt,Business,Finanzen,Finanzbuchhaltung,99
50,Photo Editing With Free Software,https://www.udemy.com/course/photo-editing-with-free-software/?couponCode=EA0B5A65D1DB13380D2F,3.2,26,en,2 Stunden,Business,Finanzen,Finanzbuchhaltung,99
51,How To Promote CPA Offers With Bing Ads,https://www.udemy.com/course/how-to-promote-cpa-offers-with-bing-ads/?couponCode=6A56B40C787FEFF93F0C,3.8,323,en,"1,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
53,The App Developer Bootcamp,https://www.udemy.com/course/the-app-developer-bootcamp/?couponCode=SAVE100,5.0,14,en,6 Stunden,Business,Finanzen,Finanzbuchhaltung,22
56,Stock Options Day Trading Mindset for Success,https://www.udemy.com/course/stock-options-day-trading-success-mindset/?couponCode=F183514155225E1E8DFD,3.7,59,en,"4,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
57,Ebay Dropshipping 2020 Create Your Store & Make Money Online,https://www.udemy.com/course/make-money-online-by-dropshipping-on-ebay/?couponCode=72_HOURS_FREE,4.2,31,en,"2,5 Stunden",Business,Finanzen,Finanzbuchhaltung,12
58,Neural Networks (ANN) in R studio using Keras & TensorFlow,https://www.udemy.com/course/neural-network-understanding-and-building-an-ann-in-r/?couponCode=FEB2020FREE,3.9,27,en,8 Stunden,Business,Finanzen,Finanzbuchhaltung,99
60,Facebook Marketing: How To Improve Your Fan Page Performance,https://www.udemy.com/course/facebook-marketing-how-to-improve-your-fan-page-performance/?couponCode=672F69E98C6B642E9C51,3.9,283,en,36 Min.,Business,Finanzen,Finanzbuchhaltung,99
61,"Improving love, sex & marriage - Relationship Coaching",https://www.udemy.com/course/successful-marriage-life-psychology-aman-varma/?couponCode=FORFREE,3.7,18,en,3 Stunden,Business,Finanzen,Finanzbuchhaltung,7
62,Data Visualization in Excel: All Excel Charts and Graphs,https://www.udemy.com/course/data-visualization-in-excel-for-business-professionals/?couponCode=FEB2020FREE,4.5,27,en,"4,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
63,Business Education: Guide to Blockchain and Cryptocurrencies,https://www.udemy.com/course/business-education-guide-to-blockchain-and-cryptocurrencies/?couponCode=6073A48FABB1DC5DA4D0,4.3,66,en,2 Stunden,Business,Finanzen,Finanzbuchhaltung,99
64,Java Programming: Complete Beginner to Advanced,https://www.udemy.com/course/java-programming-complete-beginner-to-advanced/?couponCode=BCE3FD6F2D6F574495F3,4.3,950,en,"1,5 Stunden",Business,Finanzen,Finanzbuchhaltung,17
65,User Stories for Agile Scrum+Product Owner+Business Analysis,https://www.udemy.com/course/userstory/?couponCode=250220_FREE,4.1,1620,en,1 Stunde,Business,Finanzen,Finanzbuchhaltung,99
67,How To Dominate Excel Formatting & Charting,https://www.udemy.com/course/how-to-dominate-excel-formatting-charting/?couponCode=DC8A42974A7367755299,3.4,121,en,"1,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
68,Advanced Parenting Skills - BEST Parenting Class Ever!,https://www.udemy.com/course/advanced-parenting-skills-best-parenting-class/?couponCode=BEE0CDDD868C4B9521DE,4.3,51,en,"3,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
71,The Ultimate Guide To Building A Viral Website Like Buzzfeed,https://www.udemy.com/course/the-ultimate-guide-to-building-a-viral-website-like-buzzfeed/?couponCode=B4BFDF82802350DA9BC5,4.1,288,en,"2,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
73,Facebook Marketing: Next Level List Building Strategies,https://www.udemy.com/course/facebook-marketing-next-level-list-building-strategies/?couponCode=F769466415A8C2760F96,4.1,226,en,1 Stunde,Business,Finanzen,Finanzbuchhaltung,99
74,"Dating, Relationships and Love Making Them Last Forever",https://www.udemy.com/course/dating-relationships-and-love/?couponCode=1CD710C451A4D978178C,3.6,11,en,"1,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
75,Facebook Marketing: Next Level Fan Growth Strategies,https://www.udemy.com/course/facebook-marketing-next-level-fan-growth-strategies/?couponCode=900319A0137EDDA797BC,4.1,366,en,1 Stunde,Business,Finanzen,Finanzbuchhaltung,99
77,Master in Hacking with XSS Cross Site Scripting,https://www.udemy.com/course/xss-cross-site-scripting/?couponCode=1_LAKH_FREE,3.7,172,en,3 Stunden,Business,Finanzen,Finanzbuchhaltung,7
78,10 Copywriting Hacks That Work in 2020,https://www.udemy.com/course/10-copywriting-hacks-that-work-in-2016/?couponCode=D4BB81B2384C177A06CC,4.2,199,en,41 Min.,Business,Finanzen,Finanzbuchhaltung,99
80,How To Validate Your Idea And Succeed In Business,https://www.udemy.com/course/how-to-validate-your-idea-and-succeed-in-business/?couponCode=8D89C65A9052A040250C,4.3,49,en,"1,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
81,Transformational Leadership - Leadership Course & Training,https://www.udemy.com/course/transformational-leadership-training-course/?couponCode=E14296C8EB327EBB2FBC,4.0,95,en,5 Stunden,Business,Finanzen,Finanzbuchhaltung,99
82,How To Promote Your Event On Facebook,https://www.udemy.com/course/how-to-promote-your-event-on-facebook/?couponCode=BA4EEE6EF3A00FB4B107,4.2,83,en,33 Min.,Business,Finanzen,Finanzbuchhaltung,99
83,"HTML, CSS, & JavaScript - Certification Course for Beginners",https://www.udemy.com/course/html-css-javascript-certification-course-for-beginners/?couponCode=386F4144B7D0D1C2FA4C,4.2,459,en,"5,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
84,How to Analyze Football (Soccer) - Basics,https://www.udemy.com/course/how-to-analyze-football-soccer-basics/?couponCode=BA55E7B3F52CC8E4F6D8,4.6,28,en,1 Stunde,Business,Finanzen,Finanzbuchhaltung,99
85,Marketer’s Guide To Creating Facebook Ads That Convert,https://www.udemy.com/course/facebook-marketing-how-to-create-converting-ads/?couponCode=BBC5ADEF3AFBB1E1D56E,4.4,612,en,1 Stunde,Business,Finanzen,Finanzbuchhaltung,99
87,How To Achieve Your Personal Goals In 12 Months,https://www.udemy.com/course/how-to-achieve-anything-you-want-in-12-months/?couponCode=66B260B2ED965A230498,4.3,95,en,"1,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
90,"Complete SQL Bootcamp with MySQL, PHP & Python",https://www.udemy.com/course/complete-sql-bootcamp-with-mysql-php-python/?couponCode=FREESQL,3.8,391,en,3 Stunden,Business,Finanzen,Finanzbuchhaltung,99
91,Professional Certificate in Digital Marketing,https://www.udemy.com/course/certificate-in-planning-a-digital-marketing-campaign/?couponCode=FEB2020,3.8,283,en,"5,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
93,"Machine Learning Basics: Logistic Regression, LDA & KNN in R",https://www.udemy.com/course/machine-learning-basics-classification-models-in-r/?couponCode=FEB2020FREE,3.9,31,en,6 Stunden,Business,Finanzen,Finanzbuchhaltung,99
94,10 Product Creation Hacks That Work In 2020,https://www.udemy.com/course/10-product-creation-hacks-that-work-in-2016/?couponCode=3E950BC0DEFD621CF822,4.0,36,en,32 Min.,Business,Finanzen,Finanzbuchhaltung,99
96,Accounting–Financial Accounting Total-Beginners to Advanced,https://www.udemy.com/course/financial-accounting-accounting-cycle/?couponCode=1AC7718F3BD2984C2151,4.0,312,en,"115,5 Stunden",Business,Finanzen,Finanzbuchhaltung,9
99,How To Analyze Your Niche Market,https://www.udemy.com/course/how-to-easily-analyze-your-competitors/?couponCode=1BC557FDD5D9682EBEF5,4.0,122,en,1 Stunde,Business,Finanzen,Finanzbuchhaltung,99
100,Complete Photography : 21 Courses in 1 [Beginner to Expert],https://www.udemy.com/course/interactive-photography-basics/?couponCode=FEBFREE,3.9,487,en,"8,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
101,Blender Beginners Guide to 3D Modelling Game Asset Pipeline,https://www.udemy.com/course/blender-beginners-guide-to-3d-modelling-game-asset-pipeline/?couponCode=3DTUDOR101,4.4,39,en,"1,5 Stunden",Business,Finanzen,Finanzbuchhaltung,18
102,"How To Get Your First 10,000 Facebook Fans In 2018",https://www.udemy.com/course/how-to-get-your-first-10000-facebook-fans-in-2016/?couponCode=A585990FA9276D463DD9,4.3,213,en,31 Min.,Business,Finanzen,Finanzbuchhaltung,99
105,A Modern Day Guide To Stop Procrastinating,https://www.udemy.com/course/a-modern-day-guide-to-stop-procrastinating/?couponCode=10ACC39EEECF2BCC215F,4.0,274,en,1 Stunde,Business,Finanzen,Finanzbuchhaltung,99
106,Unofficial Udemy Student Guide: Courses Free or Dirt Cheap,https://www.udemy.com/course/unofficial-udemy-student-guide/?couponCode=B84C51FBF6F577B21D31,4.5,1046,en,"3,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
108,"NGINX, Apache, SSL Encryption - Certification Course",https://www.udemy.com/course/nginx-apache-ssl-encryption-certification-course/?couponCode=D43A3A79CAB0AA5E1B2B,4.1,77,en,"3,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
109,How To Convert Your Facebook Fans Into Buyers,https://www.udemy.com/course/how-to-convert-your-facebook-fans-into-buyers/?couponCode=729BE545D6273BB47419,4.4,135,en,1 Stunde,Business,Finanzen,Finanzbuchhaltung,99
110,Winning With Communication - Master Communication Skills,https://www.udemy.com/course/communication-skills-class-course-training/?couponCode=9972CAD9557FDA81342F,4.2,151,en,2 Stunden,Business,Finanzen,Finanzbuchhaltung,99
113,Artificial Intelligence for Civil Engineers: Part 1,https://www.udemy.com/course/artificial-intelligence-for-civil-engineers-part-1/?couponCode=93FFC0E24F9B3501E446,3.6,56,en,38 Min.,Business,Finanzen,Finanzbuchhaltung,99
117,EFT Weight Loss - Tapping into Exercise,https://www.udemy.com/course/eft-weight-loss-tapping-into-exercise/?couponCode=BDFC77602966919BF3D7,3.7,20,en,1 Stunde,Business,Finanzen,Finanzbuchhaltung,3
54,Aprende a programar con Go (Golang),https://www.udemy.com/course/aprende-a-programar-con-go/?couponCode=2B2F51C1C507E3484A4E,4.3,216,es,"27,5 Stunden",Business,Finanzen,Finanzbuchhaltung,99
9,Nasıl ISO 45001 Baş Denetçisi Olunur?,https://www.udemy.com/course/iso45001-basdenetci/?couponCode=DISCUDEMYCOM,3.6,38,tr,44 Min.,Business,Finanzen,Finanzbuchhaltung,99
