,title,link,rating,num_ratings,language,hours,topic_0,topic_1,topic_2
14,How to Start Affiliate Marketing with Clickbank,https://www.udemy.com/course/how-to-start-affiliate-marketing-with-clickbank/?couponCode=FEBRUARYFREE,4.0,29,Englisch,44.0,Marketing,Affiliate-Marketing,Affiliate-Marketing
16,First Steps in Market Research,https://www.udemy.com/course/first-steps-in-market-research/?couponCode=FEB2020,3.8,32,Englisch,1.5,Marketing,Marketinggrundlagen,Marktforschung
46,Podcast with Passion and Inspiration,https://www.udemy.com/course/learn-to-podcast-with-passion/?couponCode=DEEFA641976BAD96E326,4.5,40,Englisch,1.5,Marketing,Social-Media-Marketing,Podcasts
26,Take your Sibelius skills to the next level - Course 1,https://www.udemy.com/course/take-your-sibelius-skills-to-the-next-level-course-1/?couponCode=SIBELIUS_SKILLS,4.8,10,Englisch,3.0,Musik,Musiksoftware,Musiktheorie
62,Learn Google Forms,https://www.udemy.com/course/learn-google-forms/?couponCode=TRY12FREE,3.9,45,Englisch,1.0,Office-Produktivität,Google,Google Formulare
57,Transformational Leadership Theory - Leadership Wisdom,https://www.udemy.com/course/transformational-leadership-soft-skills/?couponCode=FREECOUPON,4.2,65,Englisch,5.0,Persönliche Entwicklung,Führung,Führung
1,How to Set Powerful Intentions and Clear Goals,https://www.udemy.com/course/motivation-intention-goals/?couponCode=E0CFD07ABF47A43C15E0,4.1,35,Englisch,1.0,Persönliche Entwicklung,Motivation,Ziele setzen
61,Hidden Psychology Secrets Course: Why We Do The Things We Do,https://www.udemy.com/course/the-ultimate-psychology-course-why-we-do-the-things-we-do/?couponCode=FREECOUPON,4.5,102,Englisch,6.0,Persönliche Entwicklung,Persönliche Veränderung,Psychologie
7,Boost Your Productivity NOW: Advice From A Teen Entrepreneur,https://www.udemy.com/course/boost-your-productivity-now/?couponCode=56CC89D8E2CC9A04358C,4.5,38,Englisch,3.0,Persönliche Entwicklung,Produktivität,Persönliche Produktivität
60,Creating A Positive Mindset - Accelerating Personal Success,https://www.udemy.com/course/creating-a-positive-mind-set/?couponCode=1875170D6FF66E0A2A4C,3.8,83,Englisch,1.0,Persönliche Entwicklung,Selbstwertgefühl,Positives Denken
86,Social Skills for Entrepreneurs,https://www.udemy.com/course/mastering-the-art-of-being-u/?couponCode=1AF2182B0C95BF87EA8E,3.4,29,Englisch,2.5,Persönliche Entwicklung,Selbstwertgefühl,Soziale Kompetenz
28,Dealing With Difficult People - The ULTIMATE Course,https://www.udemy.com/course/dealing-with-difficult-people-work-life/?couponCode=FREECOUPON,3.8,87,Englisch,1.5,Persönliche Entwicklung,Stressbewältigung,Kommunikationsfähigkeiten
12,Deep Learning with Google Colab,https://www.udemy.com/course/deep-learning-with-google-colab/?couponCode=30C3FCBEA64A23082052,4.1,15,Englisch,5.5,Programmierung,Data Science,Deep Learning
21,C++ Working with Files - fstream I/O library,https://www.udemy.com/course/c-operating-on-files/?couponCode=3D820ECBB711841551E7,3.7,154,Englisch,3.0,Programmierung,Programmiersprachen,C
31,The Complete 2020 Software Testing Bootcamp,https://www.udemy.com/course/testerbootcamp/?couponCode=TESTATHONCELEBRATION,4.3,544,Englisch,7.5,Programmierung,Software-Testing,Software-Testing
67,Mobile App Testing | Practical + Certified Mob. Tester,https://www.udemy.com/course/certified-mobile-tester/?couponCode=TESTATHONCELEBRATION,3.7,13,Englisch,3.0,Programmierung,Software-Testing,Mobile Testing
73,Software Test Design Techniques| Black Box & White Box,https://www.udemy.com/course/test-techniques/?couponCode=TESTATHONCELEBRATION,4.4,71,Englisch,3.5,Programmierung,Software-Testing,Software-Testing
42,Excel VLOOKUP for beginners,https://www.udemy.com/course/excel-vlookup-for-beginners/?couponCode=VLOOKUP_2,3.9,35,Englisch,1.0,Programmierung,Sonstiges,Vlookup
5,Learn JavaScript - For Beginners,https://www.udemy.com/course/learn-javascript-for-beginners-v/?couponCode=F1D96C31F139E7623BCC,4.0,144,Englisch,1.5,Programmierung,Webentwicklung,JavaScript
20,Learn HTML - For Beginners,https://www.udemy.com/course/learn-html-for-beginners/?couponCode=B8973A41DA8D3ACDA7E3,4.2,96,Englisch,2.5,Programmierung,Webentwicklung,HTML
24,Learn jQuery - For Beginners,https://www.udemy.com/course/learn-jquery-for-beginners/?couponCode=5C7475426177328B3C18,4.5,87,Englisch,1.5,Programmierung,Webentwicklung,jQuery
33,Web Design Training with Elementor,https://www.udemy.com/course/web-design-training-with-elementor/?couponCode=FEBRUARYGIVEAWAY,4.4,48,Englisch,1.5,Programmierung,Webentwicklung,Webdesign
41,Learn CSS - For Beginners,https://www.udemy.com/course/learn-css-for-beginners/?couponCode=8B3AD4E0802FB108F065,3.9,68,Englisch,2.0,Programmierung,Webentwicklung,CSS
74,Learn Bootstrap - For Beginners,https://www.udemy.com/course/learn-bootstrap-for-beginners/?couponCode=962E53927EE7969A366B,4.1,103,Englisch,3.0,Programmierung,Webentwicklung,Bootstrap
58,Ataleti (tembellik) yenebilirsiniz !,https://www.udemy.com/course/ataleti-ve-tembelligi-yenebilirsiniz/?couponCode=5AE7D445AB028A5F2048,4.6,32,Türkisch,32.0,Persönliche Entwicklung,Persönliche Veränderung,Glücklich leben
