,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring,instructor
43,How to Make Passive Income With Bitcoin Lending,https://www.udemy.com/course/how-to-make-passive-income-with-bitcoin-lending/?couponCode=MARCHSW2020,3.84722,42,English,1 total Stunde,Finanzen & Rechnungswesen,Investition & Trading,,0 days 03:00:00.000000000,{'Alex Rodolitz'}
103,Documentary Filmmaking Step by Step,https://www.udemy.com/course/documentary-filmmaking-step-by-step/?couponCode=COVID19,4.20588,340,English,5 total Stunden,Fotografie,Videodesign,,1 days 02:00:00.000000000,{'Adam Bhala Lough'}
3,How to Install Linux Mint (Cinnamon) on a Virtual Machine,https://www.udemy.com/course/quick-guide-on-installing-linux-mint-beginner-to-advanced/?couponCode=2DA443162EE3B34D5D1E,3.6,32,English,"1,5 total Stunden",IT & Software,Betriebssysteme,,1 days 02:00:00.000000000,{'Jerome P. from JP Courses'}
20,How to Install Ubuntu Linux on a Virtual Machine,https://www.udemy.com/course/quick-guide-on-installing-ubuntu-linux-beginner-to-advanced/?couponCode=7997FE68E8901D1E52F0,4.55,68,English,"1,5 total Stunden",IT & Software,Betriebssysteme,,1 days 02:00:00.000000000,{'Jerome P. from JP Courses'}
23,Linux BASH Shell Terminal Command Basics,https://www.udemy.com/course/linux-terminal-command-basics/?couponCode=C686A2FE26DC7267AF30,3.53125,194,English,4 total Stunden,IT & Software,Betriebssysteme,,1 days 02:00:00.000000000,{'Jerome P. from JP Courses'}
75,Top Linux Interview Questions & Answers (beginner-advanced),https://www.udemy.com/course/top-linux-interview-questions-answers-beginner-advanced/?couponCode=56BA45966A22108E705D,3.45,30,English,"3,5 total Stunden",IT & Software,Betriebssysteme,,1 days 02:00:00.000000000,{'Jerome P. from JP Courses'}
1,The Beginners Guide to Cyber Security 2020,https://www.udemy.com/course/the-beginners-guide-to-cyber-security-2019/?couponCode=DESIGNSPECIAL,4.16265,310,English,"2,5 total Stunden",IT & Software,Netzwerk & Sicherheit,,0 days 14:00:00.000000000,{'Dhabaleshwar Das'}
77,Ethical Hacking Masterclass,https://www.udemy.com/course/ethical-hacking-from-top-university-professor/?couponCode=FREE33,4.20213,103,English,23 total Stunden,IT & Software,Netzwerk & Sicherheit,,0 days 03:00:00.000000000,{'JADA eLearning'}
19,Learn to build artificial humans,https://www.udemy.com/course/learn-to-build-artificial-humans/?couponCode=DISTRACTION,4.05,18,English,"1,5 total Stunden",IT & Software,Sonstiges,,1 days 06:00:00.000000000,{'Edward Leoni'}
28,Learn to build chatbots with IBM Watson,https://www.udemy.com/course/learn-to-build-chatbots-with-ibm-watson/?couponCode=DISTRACTION,4.1,53,English,37 Min. gesamt,IT & Software,Sonstiges,,1 days 06:00:00.000000000,{'Edward Leoni'}
54,Learn to build chatbots with Dialogflow,https://www.udemy.com/course/create-chatbots-with-dialogflow/?couponCode=DISTRACTION,3.5,135,English,"1,5 total Stunden",IT & Software,Sonstiges,,1 days 06:00:00.000000000,{'Edward Leoni'}
83,Amazon AWS EC2 + LEMP + WooCommerce (Beginner-Advanced),https://www.udemy.com/course/amazon-aws-ec2-lemp-woocommerce-beginner-advanced/?couponCode=0BD8A9500EFC9C57B1C8,3.28571,24,English,2 total Stunden,IT & Software,Sonstiges,,1 days 02:00:00.000000000,{'Jerome P. from JP Courses'}
92,PlayerUnknown's Battlegrounds (PUBG) For Beginner Gamers,https://www.udemy.com/course/playerunknowns-battlegrounds-pubg/?couponCode=MARCH20PUBG,3.3,37,English,"3,5 total Stunden",Lifestyle,Spiele,,2 days 11:00:00.000000000,"{'Scott Alex', 'Tanner ""WhiteLiqu0r"" Evans'}"
12,How to Start Affiliate Marketing with Clickbank,https://www.udemy.com/course/how-to-start-affiliate-marketing-with-clickbank/?couponCode=MARCHGIVEAWAY,3.89394,40,English,44 Min. gesamt,Marketing,Affiliate-Marketing,,1 days 19:00:00.000000000,{'Tom Wiztek'}
99,Affiliate Marketing Masterclass - 25 Course in 1,https://www.udemy.com/course/instagram-emial-list-profit-map/?couponCode=FREE44,3.83333,174,English,38 total Stunden,Marketing,Affiliate-Marketing,,0 days 03:00:00.000000000,{'JADA eLearning'}
34,Copywriting: How To Be A Crazy Good Copywriter,https://www.udemy.com/course/how-to-think-and-write-like-a-copywriter/?couponCode=8B16DAAE491BA9A0D5D9,4.26087,468,English,3 total Stunden,Marketing,Content-Marketing,,1 days 02:00:00.000000000,{'Derek Franklin'}
98,"Marketing 101: How To Be Seen, Get Heard, & Make An Impact!",https://www.udemy.com/course/magnetic-marketing/?couponCode=D2D35190D51C34CBF0D8,4.45,60,English,44 Min. gesamt,Marketing,Marketinggrundlagen,,1 days 02:00:00.000000000,{'Derek Franklin'}
29,Millennial Instagram Marketing 2020 | Grow Organic Followers,https://www.udemy.com/course/2020-millennial-insta-marketing-grow-10k-organic-followers/?couponCode=STAYSAFE,3.91304,115,English,1 total Stunde,Marketing,Social-Media-Marketing,,1 days 06:00:00.000000000,{'Skyler Chase'}
45,Songwriting magic and craft,https://www.udemy.com/course/songwriting-magic/?couponCode=8040560F78CDCE035A99,4.55,10,English,"6,5 total Stunden",Musik,Musiktechniken,,2 days 07:00:00.000000000,{'Jim Byrne'}
40,Complete Excel Course: Go from beginner to advanced,https://www.udemy.com/course/complete-excel-course-go-from-beginne-to-advanced/?couponCode=DISCUDEMY.COM,3.4375,222,English,41 Min. gesamt,Office-Produktivität,Microsoft,,2 days 19:00:00.000000000,"{'Open School', 'Md Emrul Hasan'}"
104,Mastering Interview Skills in 1 Hour with Fortune 500 Exec,https://www.udemy.com/course/mastering-interview-skills-in-1-hour/?couponCode=B0292A16C2C255DDA11A,4.44545,322,English,1 total Stunde,Persönliche Entwicklung,Karriereentwicklung,,2 days 18:00:00.000000000,"{'Wing Lee', 'Gary Lo', 'Hashcademy Learning Platform'}"
2,Healing Your Root Chakra,https://www.udemy.com/course/healing-your-root-chakra/?couponCode=MARCH20CHAKRA,3.75,28,English,"1,5 total Stunden",Persönliche Entwicklung,Persönliche Veränderung,,2 days 11:00:00.000000000,"{'Scott Paton', 'Scott Alex', 'Joan Kaylor'}"
6,Success: How To Take Your Life From Good To Great To Amazing,https://www.udemy.com/course/success-school/?couponCode=B7362B8C05BAFC54C446,4.38462,183,English,4 total Stunden,Persönliche Entwicklung,Persönliche Veränderung,,1 days 02:00:00.000000000,{'Derek Franklin'}
24,Peak Performance 101: How To Become The BEST Version of YOU,https://www.udemy.com/course/peak-performance-101/?couponCode=A30DC4A0C6765A242198,4.25,30,English,1 total Stunde,Persönliche Entwicklung,Persönliche Veränderung,,1 days 02:00:00.000000000,{'Derek Franklin'}
48,Create A Simple Daily Success Routine To Transform Your Life,https://www.udemy.com/course/create-a-daily-success-routine/?couponCode=9276D4692913A82D2F58,4.65,27,English,"3,5 total Stunden",Persönliche Entwicklung,Persönliche Veränderung,,1 days 02:00:00.000000000,{'Derek Franklin'}
65,YOU 2.0: How To Instantly Upgrade Your Life,https://www.udemy.com/course/how-to-instantly-upgrade-your-life/?couponCode=B6951980C6402F09B1FE,4.85,15,English,1 total Stunde,Persönliche Entwicklung,Persönliche Veränderung,,1 days 02:00:00.000000000,{'Derek Franklin'}
61,Productivity: How To Get 2X More Done Each Day,https://www.udemy.com/course/wow-u-course/?couponCode=5BB38A897F47FA43E865,4.7,88,English,3 total Stunden,Persönliche Entwicklung,Produktivität,,1 days 02:00:00.000000000,{'Derek Franklin'}
100,Get Things Done: How To Organize Your Life And Take Action,https://www.udemy.com/course/the-action-map-system-get-life-done/?couponCode=81764A2D556D2F663933,4.22115,506,English,3 total Stunden,Persönliche Entwicklung,Produktivität,,1 days 02:00:00.000000000,{'Derek Franklin'}
86,"Confidence: How To Think, Feel, And Be Unstoppable",https://www.udemy.com/course/be-confident/?couponCode=4FC6AE20BF156D2DF10D,4.2,19,English,"2,5 total Stunden",Persönliche Entwicklung,Selbstwertgefühl,,1 days 02:00:00.000000000,{'Derek Franklin'}
60,How to become a much better & safer driver & avoid accidents,https://www.udemy.com/course/how-to-become-a-better-safer-driver-avoid-accidents/?couponCode=3031347DFACC5C4AB3D6,4.0,28,English,2 total Stunden,Persönliche Entwicklung,Sonstiges,,1 days 02:00:00.000000000,{'Jerome P. from JP Courses'}
94,Machine Learning Masterclass 3 Course in 1,https://www.udemy.com/course/introduction-to-machine-learning-top-university-professor/?couponCode=FREE22,4.26531,49,English,"79,5 total Stunden",Programmierung,Data Science,,0 days 03:00:00.000000000,{'JADA eLearning'}
90,Practical Database Course for Beginners : 6 courses in 1,https://www.udemy.com/course/database-course/?couponCode=PRACTICALDATABASE,3.97826,259,English,3 total Stunden,Programmierung,Datenbanken,,1 days 13:00:00.000000000,{'Creative Online School'}
4,Start your own online store now for FREE. (No monthly fees!),https://www.udemy.com/course/how-to-create-an-online-store-with-no-budget-step-by-step/?couponCode=C86D39AD2987EC381035,4.15,94,English,"3,5 total Stunden",Programmierung,E-Commerce,,1 days 02:00:00.000000000,{'Jerome P. from JP Courses'}
79,Learn C++ From Scratch,https://www.udemy.com/course/learn-c-from-scratch-q/?couponCode=DISCUDEMY.COM,3.13462,34,English,1 total Stunde,Programmierung,Programmiersprachen,,0 days 07:00:00.000000000,{'Marufa Yasmin'}
105,Complete Python Course: Zero to Mastery,https://www.udemy.com/course/complete-python-course-zero-to-mastery-q/?couponCode=DISCUDEMY.COM,3.2,11,English,1 total Stunde,Programmierung,Programmiersprachen,,0 days 07:00:00.000000000,{'Marufa Yasmin'}
18,Complete Python Course: Zero to Hero,https://www.udemy.com/course/complete-python-course-zero-to-hero-e/?couponCode=KIOLO8391,3.11364,46,English,41 Min. gesamt,Programmierung,Software-Testing,,1 days 18:00:00.000000000,"{'Shokal Shah', 'Zone X'}"
13,The Complete HTML5 Course: From Beginning to Expert,https://www.udemy.com/course/interactive-html-course/?couponCode=FREEHTML52020,4.04286,688,English,3 total Stunden,Programmierung,Webentwicklung,,0 days 14:00:00.000000000,{'Creative Online School'}
14,Learn XML-AJAX - For Beginners,https://www.udemy.com/course/learn-xml-ajax-for-beginners/?couponCode=226E0224FF1B0399F109,4.55,40,English,"2,5 total Stunden",Programmierung,Webentwicklung,,1 days 07:00:00.000000000,{'YouAccel Training'}
32,Learn PHP - For Beginners,https://www.udemy.com/course/learn-php-for-beginners-n/?couponCode=DCEAF556A59C77BEC240,4.23276,175,English,2 total Stunden,Programmierung,Webentwicklung,,1 days 07:00:00.000000000,{'YouAccel Training'}
33,Learn MySQL - For Beginners,https://www.udemy.com/course/learn-mysql-for-beginners/?couponCode=C7A372F45603E67E175C,4.16667,114,English,"1,5 total Stunden",Programmierung,Webentwicklung,,1 days 07:00:00.000000000,{'YouAccel Training'}
51,Learn to build chatbots with Amazon Lex,https://www.udemy.com/course/chatbot-crash-course/?couponCode=DISTRACTION,3.9,26,English,1 total Stunde,Programmierung,Webentwicklung,,1 days 06:00:00.000000000,{'Edward Leoni'}
73,PMO - CP  (project management office certified practitioner),https://www.udemy.com/course/pmo-cp-project-management-office-certified-practitioner/?couponCode=3E6A342A99ABCB3F26E6,3.35,21,English,160 Fragen,Wissenschaft & Lehre,Lehrausbildung,,0 days 05:00:00.000000000,{'Mostafa megawer ahmed'}
63,PMP Real test ideas,https://www.udemy.com/course/pmp-real-test-ideas/?couponCode=E5001A19AE844246ECF7,4.1,17,English,800 Fragen,Wissenschaft & Lehre,Prüfungsvorbereitung,,0 days 05:00:00.000000000,{'Mostafa megawer ahmed'}
66,PMP By Knowledge Areas  (Exams),https://www.udemy.com/course/pmp-by-knowledge-areas-exams/?couponCode=9DCD8BA67FCF52BC6E18,4.25,86,English,638 Fragen,Wissenschaft & Lehre,Prüfungsvorbereitung,,0 days 05:00:00.000000000,{'Mostafa megawer ahmed'}
46,easy way to learn arabic (basics),https://www.udemy.com/course/easy-way-to-learn-arabic-basics/?couponCode=MARCH1FLASH,3.7,26,English,1 total Stunde,Wissenschaft & Lehre,Sprache,,1 days 00:00:00.000000000,{'Mohammed Zaid'}
35,Curso Completo de Administrador de Servidores Web con Linux,https://www.udemy.com/course/wordpress-instala-y-administra-tu-servidor-con-linux/?couponCode=5FFEBA602C5A886F9246,4.2439,137,Español,"6,5 total Stunden",Design,Webdesign,,0 days 02:00:00.000000000,{'Beny Blanco'}
93,► Bootstrap 4 | TODO sobre diseño web con BOOTSTRAP⭐️⭐️,https://www.udemy.com/course/cursobootstrap/?couponCode=AD903462F9D5CA986925,4.22727,34,Español,12 total Stunden,Design,Webdesign,,2 days 04:00:00.000000000,{'Carlos Abraham Valdes Cambero'}
44,Fotografía básica con Adobe Lightroom CC,https://www.udemy.com/course/fotografiabasicaconlightroom/?couponCode=90079D053DEB8772702F,3.54167,136,Español,3 total Stunden,Fotografie,Digitale Fotografie,,0 days 06:00:00.000000000,{'Johnny Mora'}
0,Construcción de sitios Web con Wordpress,https://www.udemy.com/course/construccion-wordpress/?couponCode=B660C7A463BABA8AAF22,3.77273,11,Español,3 total Stunden,IT & Software,Sonstiges,,2 days 08:00:00.000000000,{'Beny Blanco'}
62,Organiza eventos de manera profesional,https://www.udemy.com/course/organiza-eventos-de-manera-profesional/?couponCode=APROVECHA2020,3.7,18,Español,"1,5 total Stunden",Marketing,Öffentlichkeitsarbeit,,1 days 04:00:00.000000000,{'Camino Ramos'}
25,Java y BlueJ | Introducción a las Bases de la Programación,https://www.udemy.com/course/programacion/?couponCode=40DENCASA,4.54375,1854,Español,3 total Stunden,Programmierung,Programmiersprachen,,1 days 12:00:00.000000000,{'Juan Villalvazo'}
15,Desarrollo de juegos con Unreal Engine 4 de 0 a profesional,https://www.udemy.com/course/desarrollo-de-juegos-con-unreal-engine-4-de-0-a-profesional/?fbclid=IwAR0xnZrhMpjIREEQC53sgpnYu-YO7qtn305Qs9COtw1jHpbKDTq_J87hLTY&couponCode=0DAAB8EBF317D1E7A366,4.55903,844,Español,"38,5 total Stunden",Programmierung,Spieleentwicklung,,1 days 03:00:00.000000000,"{'Carlos Coronado', 'Juan Gabriel Gomila Salas'}"
59,Programa tus Primeros Juegos HTML5 con JavaScript,https://www.udemy.com/course/programa-tus-primeros-juegos-html5-con-javascript/?couponCode=YOMEQUEDOENCASA,4.51667,446,Español,"8,5 total Stunden",Programmierung,Spieleentwicklung,,0 days 01:00:00.000000000,{'Javier Muñiz'}
81,Desarrollo de juegos con Unreal Engine 4 de 0 a profesional,https://www.udemy.com/course/desarrollo-de-juegos-con-unreal-engine-4-de-0-a-profesional/?couponCode=0DAAB8EBF317D1E7A366,4.55903,844,Español,"38,5 total Stunden",Programmierung,Spieleentwicklung,,1 days 03:00:00.000000000,"{'Carlos Coronado', 'Juan Gabriel Gomila Salas'}"
101,Desarrollo de videojuegos con Phaser 3 - Iniciación,https://www.udemy.com/course/phaser-iniciacion/?couponCode=YOMEQUEDOENCASA,3.90625,86,Español,"1,5 total Stunden",Programmierung,Spieleentwicklung,,0 days 20:00:00.000000000,{'Francisco Pereira Alvarado'}
8,JavaScript Moderno Guía Definitiva Construye +15 Proyectos,https://www.udemy.com/course/javascript-moderno-guia-definitiva-construye-10-proyectos/?couponCode=APRENDEJAVASRIPT,4.68498,1645,Español,"31,5 total Stunden",Programmierung,Webentwicklung,,2 days 01:00:00.000000000,{'Juan Pablo De la torre Valdez'}
42,"La Web Empieza Aquí: TypeScript, Angular , Storage, Firebase",https://www.udemy.com/course/la-web-empieza-aqui-typescript-angular-storage-firebase/?couponCode=MARZO2020,4.52656,344,Español,"19,5 total Stunden",Programmierung,Webentwicklung,,0 days 05:00:00.000000000,{'Tomas Garay'}
80,Vue JS - Aprende a Crear Aplicaciones Web Modernas con Vue,https://www.udemy.com/course/vue-js-2-para-principiantes/?couponCode=VUEJS-FREE,4.30556,78,Español,11 total Stunden,Programmierung,Webentwicklung,,2 days 01:00:00.000000000,{'Grover Vásquez'}
26,Python par la pratique : 101 Exercices Corrigés,https://www.udemy.com/course/python-exercices/?couponCode=EDTECH-COVID,4.61404,228,Français,"3,5 total Stunden",Programmierung,Programmiersprachen,,0 days 10:00:00.000000000,"{'Thibault Houdon | Formateur et développeur Python', 'Docstring | Formations Python en ligne'}"
88,La Formation Complète Python,https://www.udemy.com/course/formation-complete-python/?couponCode=EDTECH-COVID,4.66797,1161,Français,14 total Stunden,Programmierung,Programmiersprachen,,0 days 10:00:00.000000000,"{'Thibault Houdon | Formateur et développeur Python', 'Docstring | Formations Python en ligne'}"
55,Girişimciler için Hukuk - Startup Hukuku | 101,https://www.udemy.com/course/staruphukuku/?couponCode=COVID19,3.6875,162,Türkçe,2 total Stunden,Business,Unternehmensgründung,,0 days 17:00:00.000000000,{'Startup Hukuku'}
22,SEO Eğitimi 2020 - 0'dan İleri Seviyeye Uzmanından SEO Kursu,https://www.udemy.com/course/seo-egitimi-0dan-ileri-seviyeye-uzmanndan-seo-kursu/?couponCode=EVDEKAL,4.69863,253,Türkçe,8 total Stunden,Marketing,Suchmaschinenoptimierung,,2 days 02:00:00.000000000,{'Sedat Akdemir'}
38,Herkes İçin SEO: Uygulamalı WordPress SEO Eğitimi,https://www.udemy.com/course/herkes-icin-seo-uygulamali-wordpress-seo-egitimi/?couponCode=ONLINE-EGITIM-HARIKA,4.7378,94,Türkçe,"5,5 total Stunden",Marketing,Suchmaschinenoptimierung,,1 days 01:00:00.000000000,"{'WordPress Okulu', 'Fikret TOZAK'}"
9,Sıfırdan Uzmanlığa İngilizce Eğitim Seti! İngilizce hapı!,https://www.udemy.com/course/sifirdan-uzmanliga-ingilizce-egitim-seti/?couponCode=ALPEKSI,4.38402,384,Türkçe,30 total Stunden,Wissenschaft & Lehre,Sprache,,1 days 06:00:00.000000000,{'Alp Timuçin Koçak'}
17,احصل على ملايين العملاء الجدد المستهدفين لمجالك,https://www.udemy.com/course/get-new-millions-target-audiences-to-grow-your-own-business/?couponCode=3DAYSFREE,3.95,139,العربية,8 total Stunden,Marketing,Marketinggrundlagen,,1 days 18:00:00.000000000,{'Mesbah mahfouz elmetwally'}
