,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring,instructor
80,Ultimate Google Professional Cloud Network Engineer 2019,https://www.udemy.com/course/google-cloud-professional-cloud-network-engineer/?couponCode=MAR10FREE,4.25,66,English,10 total Stunden,IT & Software,IT-Zertifizierung,,0 days 10:00:00.000000000,{'Google Cloud Platform Gurus !'}
4,Ethical Hacking Masterclass,https://www.udemy.com/course/ethical-hacking-from-top-university-professor/?couponCode=FREE33,4.18841,76,English,23 total Stunden,IT & Software,Netzwerk & Sicherheit,,2 days 07:00:00.000000000,{'JADA eLearning'}
13,The Beginners Guide to Cyber Security 2020,https://www.udemy.com/course/the-beginners-guide-to-cyber-security-2019/?couponCode=DESIGNSPECIAL,4.15644,300,English,"2,5 total Stunden",IT & Software,Netzwerk & Sicherheit,,2 days 18:00:00.000000000,{'Dhabaleshwar Das'}
46,Affiliate Marketing Masterclass - 25 Course in 1,https://www.udemy.com/course/instagram-emial-list-profit-map/?couponCode=FREE44,4.15625,169,English,38 total Stunden,Marketing,Affiliate-Marketing,,2 days 07:00:00.000000000,{'JADA eLearning'}
3,Marketing Analytics: Customer Value and Promotion Strategy,https://www.udemy.com/course/customer-valuation-for-entrepreneur-and-marketers/?couponCode=MARCH20FREE,4.1,22,English,"1,5 total Stunden",Marketing,Analyse & Automatisierung,,0 days 03:00:00.000000000,{'Start-Tech Academy'}
25,Google Adwords For Newbies,https://www.udemy.com/course/ultimate-google-adwords-ads-training-for-ppc-seo-2019/?couponCode=MAR202,3.32609,50,English,2 total Stunden,Marketing,Digitales Marketing,,0 days 08:00:00.000000000,"{'Yasir Ahmed, M.B.A'}"
60,Dropshipping 2020: The Subtle Art To Find A 7 Figure Product,https://www.udemy.com/course/dropshipping-2020-the-subtle-art-to-find-a-7-figure-product/?couponCode=DISCUDEMY.COM,4.15,26,English,1 total Stunde,Marketing,Produktmarketing,,1 days 18:00:00.000000000,{'Macademy Momentum'}
7,FACEBOOK ADS: The Step-by-Step Course 2020 for Beginners,https://www.udemy.com/course/the-step-by-step-course-on-facebook-ads-2020-for-beginners/?couponCode=F5390108D6CD9E697BFB,3.95714,42,English,"1,5 total Stunden",Marketing,Social-Media-Marketing,,1 days 02:00:00.000000000,{'RemoteWorker™ School'}
23,Facebook Ads And Marketing - Lead Generation Pro - 2020,https://www.udemy.com/course/facebook-marketing-for-lead-generation-2020/?couponCode=MAR2020,3.61702,63,English,2 total Stunden,Marketing,Social-Media-Marketing,,0 days 08:00:00.000000000,"{'Yasir Ahmed, M.B.A'}"
28,Facebook Ads Marketing Crash course Traffic & leads - 2020,https://www.udemy.com/course/facebook-ads-facebook-marketing-strategy-advertising-for-traffic/?couponCode=MAR2020,3.81967,193,English,2 total Stunden,Marketing,Social-Media-Marketing,,0 days 08:00:00.000000000,"{'Yasir Ahmed, M.B.A'}"
71,Facebook Ads For Lead Generation Easy,https://www.udemy.com/course/facebook-leads-generation-business-marketing-ads-strategy-hack/?couponCode=MAR2020,3.46429,23,English,2 total Stunden,Marketing,Social-Media-Marketing,,0 days 08:00:00.000000000,"{'Yasir Ahmed, M.B.A'}"
91,Facebook Ads Marketing - Start Lead Generation Business 2019,https://www.udemy.com/course/facebook-ads-marketing-lead-generation-business-digital-marketing/?couponCode=MAR2020,3.55,14,English,2 total Stunden,Marketing,Social-Media-Marketing,,0 days 08:00:00.000000000,"{'Yasir Ahmed, M.B.A'}"
86,Youtube SEO Course :How TO Rank #1 On YouTube in 2020,https://www.udemy.com/course/youtube-seo-how-to-rank-no-1-on-youtube-in-2018/?couponCode=4B817C1A04FE67D10AFB,3.58,346,English,2 total Stunden,Marketing,Suchmaschinenoptimierung,,1 days 05:00:00.000000000,{'Liaqat Ali'}
12,Become a New Trainer: Improve Your Trainer Skills,https://www.udemy.com/course/become-a-new-trainer/?couponCode=MAR2020,3.9,23,English,"2,5 total Stunden",Persönliche Entwicklung,Karriereentwicklung,,0 days 02:00:00.000000000,{'Talent Zoom'}
81,Getting It All Done Masterclass,https://www.udemy.com/course/getting-it-all-done-masterclass/?couponCode=MAR2020,4.06061,52,English,31 Min. gesamt,Persönliche Entwicklung,Produktivität,,0 days 23:00:00.000000000,{'Talent Zoom'}
20,Machine Learning Masterclass 3 Course in 1,https://www.udemy.com/course/introduction-to-machine-learning-top-university-professor/?couponCode=FREE22,4.36538,26,English,"79,5 total Stunden",Programmierung,Data Science,,2 days 07:00:00.000000000,{'JADA eLearning'}
45,Neural Networks (ANN) in R studio using Keras & TensorFlow,https://www.udemy.com/course/neural-network-understanding-and-building-an-ann-in-r/?couponCode=MARCH20FREE,4.19643,41,English,8 total Stunden,Programmierung,Data Science,,0 days 03:00:00.000000000,{'Start-Tech Academy'}
49,Machine Learning for Beginners: Linear Regression model in R,https://www.udemy.com/course/machine-learning-basics-building-a-regression-model-in-r/?couponCode=MARCH20FREE,4.34091,65,English,"6,5 total Stunden",Programmierung,Data Science,,0 days 03:00:00.000000000,{'Start-Tech Academy'}
52,Neural Networks (ANN) using Keras and TensorFlow in Python, https://www.udemy.com/course/neural-network-understanding-and-building-an-ann-in-python/?couponCode=MARCH20FREE,4.40909,13,English,9 total Stunden,Programmierung,Data Science,,0 days 03:00:00.000000000,{'Start-Tech Academy'}
53,"Machine Learning: Logistic Regression, LDA & K-NN in Python",https://www.udemy.com/course/machine-learning-basics-classification-models-in-python/?couponCode=MARCH20FREE,3.98387,84,English,"7,5 total Stunden",Programmierung,Data Science,,0 days 03:00:00.000000000,{'Start-Tech Academy'}
77,Neural Networks (ANN) using Keras and TensorFlow in Python,https://www.udemy.com/course/neural-network-understanding-and-building-an-ann-in-python/?couponCode=MARCH20FREE,4.40909,13,English,9 total Stunden,Programmierung,Data Science,,0 days 03:00:00.000000000,{'Start-Tech Academy'}
14,Learn C++ From Scratch,https://www.udemy.com/course/learn-c-from-scratch-q/?couponCode=DISCUDEMY.COM,3.2381,29,English,1 total Stunde,Programmierung,Programmiersprachen,,2 days 10:00:00.000000000,{'Marufa Yasmin'}
58,Complete Python Bootcamp : Go Beginner to Expert in Python 3,https://www.udemy.com/course/complete-python-bootcamp-expert-course/?couponCode=4F6E8FE340B86F96415C,3.41892,103,English,"5,5 total Stunden",Programmierung,Programmiersprachen,,0 days 20:00:00.000000000,{'Funky Programmer'}
90,Complete Python Course: Zero to Mastery,https://www.udemy.com/course/complete-python-course-zero-to-mastery-q/?couponCode=DISCUDEMY.COM,3.2,10,English,1 total Stunde,Programmierung,Programmiersprachen,,2 days 10:00:00.000000000,{'Marufa Yasmin'}
62,Develop 16 Augmented Reality Apps in Vuforia 8 in Unity 2020,https://www.udemy.com/course/create-augmented-reality-apps-using-vuforia-in-unity-sdk/?couponCode=FREE_AR,3.25,338,English,"4,5 total Stunden",Programmierung,Spieleentwicklung,,1 days 00:00:00.000000000,{'Augmented Startups'}
2,The Complete HTML5 Course: From Beginning to Expert,https://www.udemy.com/course/interactive-html-course/?couponCode=FREEHTML52020,3.98529,686,English,3 total Stunden,Programmierung,Webentwicklung,,2 days 18:00:00.000000000,{'Creative Online School'}
61,Lean Management in 2020: Agile + Kanban with 7+ Tools & Tips,https://www.udemy.com/course/lean-management-a/?couponCode=L1EAN88,3.30769,13,English,1 total Stunde,Wissenschaft & Lehre,Online-Unterricht,,0 days 01:00:00.000000000,{'Henry Harvin Education'}
6,Fotografía básica con Adobe Lightroom CC,https://www.udemy.com/course/fotografiabasicaconlightroom/?couponCode=90079D053DEB8772702F,3.5,128,Español,3 total Stunden,Fotografie,Digitale Fotografie,,2 days 09:00:00.000000000,{'Johnny Mora'}
67,Programa tus Primeros Juegos HTML5 con JavaScript,https://www.udemy.com/course/programa-tus-primeros-juegos-html5-con-javascript/?couponCode=YOMEQUEDOENCASA,4.1087,378,Español,"8,5 total Stunden",Programmierung,Spieleentwicklung,,2 days 05:00:00.000000000,{'Javier Muñiz'}
40,"La Web Empieza Aquí: TypeScript, Angular , Storage, Firebase",https://www.udemy.com/course/la-web-empieza-aqui-typescript-angular-storage-firebase/?couponCode=MARZO2020,4.54562,300,Español,"19,5 total Stunden",Programmierung,Webentwicklung,,2 days 09:00:00.000000000,{'Tomas Garay'}
50,La Formation Complète Python,https://www.udemy.com/course/formation-complete-python/?couponCode=EDTECH-COVID,4.67232,1151,Français,14 total Stunden,Programmierung,Programmiersprachen,,2 days 13:00:00.000000000,"{'Thibault Houdon | Formateur et développeur Python', 'Docstring | Formations Python en ligne'}"
95,Python par la pratique : 101 Exercices Corrigés,https://www.udemy.com/course/python-exercices/?couponCode=EDTECH-COVID,4.59259,225,Français,"3,5 total Stunden",Programmierung,Programmiersprachen,,2 days 13:00:00.000000000,"{'Thibault Houdon | Formateur et développeur Python', 'Docstring | Formations Python en ligne'}"
96,İhracatta Hedef Pazar Tespiti - Temel Eğitim,https://www.udemy.com/course/itc-trade-map-ile-hedef-pazar-tespiti-temel-egitim/?couponCode=BUGRAAYAN,3.98214,66,Türkçe,30 Min. gesamt,Business,Strategie,,1 days 09:00:00.000000000,"{'EXPINNO International Trade Academy', 'M. Arda UZUN'}"
48,Veritabanı Saldırıları ve Veritabanı Güvenliği,https://www.udemy.com/course/veritabani-guvenligi/?couponCode=FREECPNTATIL,4.65152,124,Türkçe,5 total Stunden,IT & Software,Netzwerk & Sicherheit,,0 days 01:00:00.000000000,{'Ömer Çolakoğlu'}
9,Uçtan Uca SQL Server Eğitimi,https://www.udemy.com/course/uctan-uca-sql-server-egitimi/?couponCode=FREECPNTATIL,4.68137,1978,Türkçe,"16,5 total Stunden",Programmierung,Datenbanken,,0 days 01:00:00.000000000,"{'Ömer Çolakoğlu', 'Veri Bilimi Okulu'}"
69,Devexpress Dashboard ile İş Zekası ve Veri Analitiği,https://www.udemy.com/course/devexpress-dashboard-ile-is-zekasi/?couponCode=FREECPNTATIL,4.87143,249,Türkçe,"11,5 total Stunden",Programmierung,Datenbanken,,0 days 01:00:00.000000000,"{'Ömer Çolakoğlu', 'Veri Bilimi Okulu'}"
94,Создание бизнес презентации в PowerPoint с нуля,https://www.udemy.com/course/powerpoint-2016-neit-design/?couponCode=AD_CAMP_ES,4.66667,234,Русский,2 total Stunden,Design,Grafikdesign,,0 days 11:00:00.000000000,{'Natalia Lyashenko'}
