,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring,instructor
11,Fire Up Your Website’s Traffic: A Beginner's Guide On SEO,https://www.udemy.com/course/fire-up-your-website-traffic/?couponCode=E761E0AF627D19EDC6E7,3.75,60,English,36 Min. gesamt,Marketing,Suchmaschinenoptimierung,,0 days 18:00:00.000000000,{'Sana Uqaili'}
73,SEO Training 2020 : Complete SEO Guide For Beginners,https://www.udemy.com/course/seo-training-2018-complete-seo-guide-for-beginners/?couponCode=HOLISPECIAL,3.40556,639,English,2 total Stunden,Marketing,Suchmaschinenoptimierung,,2 days 17:00:00.000000000,{'Dhabaleshwar Das'}
29,Old? Decrepit? You can still enjoy life - here’s how!,https://www.udemy.com/course/coping-with-old-age/?couponCode=OLDAGE,4.15,51,English,3 total Stunden,Persönliche Entwicklung,Glücklich leben,,1 days 02:00:00.000000000,{'Chris Bankes Sivewright'}
19,First Steps into Overcoming Your Fear,https://www.udemy.com/course/first-steps-into-overcoming-your-fear/?couponCode=MARCH20,3.95455,14,English,32 Min. gesamt,Persönliche Entwicklung,Selbstwertgefühl,,1 days 05:00:00.000000000,{'Code Of Mind School'}
3,EFT Your PTSD and Trauma,https://www.udemy.com/course/ptsd-trauma-relief/?couponCode=MARCH11EFTPTSD,3.65,16,English,1 total Stunde,Persönliche Entwicklung,Stressbewältigung,,2 days 14:00:00.000000000,"{'Joan Kaylor', 'Scott Paton', 'Scott Alex'}"
8,"Machine Learning Basics: Logistic Regression, LDA & KNN in R",https://www.udemy.com/course/machine-learning-basics-classification-models-in-r/?couponCode=HOLI2020,4.09615,41,English,6 total Stunden,Programmierung,Data Science,,0 days 00:00:00.000000000,{'Start-Tech Academy'}
49,Support Vector Machines in Python - SVM in Python 2019,https://www.udemy.com/course/machine-learning-adv-support-vector-machines-svm-python/?couponCode=HOLI2020,3.84783,48,English,6 total Stunden,Programmierung,Data Science,,0 days 01:00:00.000000000,{'Start-Tech Academy'}
54,Neural Networks (ANN) in R studio using Keras & TensorFlow,https://www.udemy.com/course/neural-network-understanding-and-building-an-ann-in-r/?couponCode=HOLI2020,3.90385,34,English,8 total Stunden,Programmierung,Data Science,,0 days 01:00:00.000000000,{'Start-Tech Academy'}
59,Machine Learning for Beginners: Linear Regression model in R,https://www.udemy.com/course/machine-learning-basics-building-a-regression-model-in-r/?couponCode=HOLI2020,4.25,58,English,"6,5 total Stunden",Programmierung,Data Science,,0 days 00:00:00.000000000,{'Start-Tech Academy'}
64,"Machine Learning: Logistic Regression, LDA & K-NN in Python",https://www.udemy.com/course/machine-learning-basics-classification-models-in-python/?couponCode=HOLI2020,4.2,74,English,"7,5 total Stunden",Programmierung,Data Science,,0 days 00:00:00.000000000,{'Start-Tech Academy'}
40,Complete Database Course: 6 Courses in 1,https://www.udemy.com/course/database-course/?couponCode=FREEDATABASE2020,3.83333,251,English,3 total Stunden,Programmierung,Datenbanken,,1 days 18:00:00.000000000,{'Creative Online School'}
61,"Complete SQL Bootcamp with MySQL, PHP & Python",https://www.udemy.com/course/complete-sql-bootcamp-with-mysql-php-python/?couponCode=FREESQLBOOTCAMP,3.84483,404,English,3 total Stunden,Programmierung,Datenbanken,,2 days 21:00:00.000000000,{'Creative Online School'}
10,Complete JavaScript Course - Beginner to Advanced,https://www.udemy.com/course/complete-javascript-course-beginner-to-advanced/?couponCode=ODP11201,3.31429,48,English,44 Min. gesamt,Programmierung,Programmiersprachen,,1 days 07:00:00.000000000,{'Marufa Yasmin'}
72,The Ultimate C++ Course: Beginner to Advanced!,https://www.udemy.com/course/the-ultimate-c-course-beginner-to-advanced/?couponCode=UIKNMR1,3.38462,19,English,1 total Stunde,Programmierung,Programmiersprachen,,2 days 16:00:00.000000000,{'Marufa Yasmin'}
2,"Create a Members Only Blog using PHP, MySQL, & AJAX",https://www.udemy.com/course/create-a-members-only-blog-using-php-mysql-ajax/?couponCode=B579DA55B08E27CE5422,4.3,56,English,2 total Stunden,Programmierung,Webentwicklung,,0 days 05:00:00.000000000,{'YouAccel Training'}
25,Quick Guide: Setup a Local Testing Server using WAMP or MAMP,https://www.udemy.com/course/quick-guide-setup-a-local-testing-server-using-wamp-or-mamp/?couponCode=8A6C83AF259EA87CEED3,3.7,36,English,37 Min. gesamt,Programmierung,Webentwicklung,,1 days 14:00:00.000000000,{'YouAccel Training'}
39,"Install NGINX, PHP, MySQL, SSL & WordPress on Ubuntu 18.04",https://www.udemy.com/course/install-nginx-php-mysql-ssl-wordpress-on-ubuntu/?couponCode=A646A9C81F4400BE9BC2,4.17241,108,English,"1,5 total Stunden",Programmierung,Webentwicklung,,0 days 05:00:00.000000000,{'YouAccel Training'}
48,Introduction to Domain Names and Web Hosting - Quick Guide,https://www.udemy.com/course/introduction-to-domain-names-and-web-hosting-quick-guide/?couponCode=4F8CE8E18EE1F9D02D75,3.97727,58,English,1 total Stunde,Programmierung,Webentwicklung,,0 days 05:00:00.000000000,{'YouAccel Training'}
53,How the Internet Works & the Web Development Process,https://www.udemy.com/course/how-the-internet-works-the-web-development-process/?couponCode=A86A5FE8B5B39600B486,4.07,107,English,37 Min. gesamt,Programmierung,Webentwicklung,,1 days 14:00:00.000000000,{'YouAccel Training'}
60,"HTML, CSS, & JavaScript - Certification Course for Beginners",https://www.udemy.com/course/html-css-javascript-certification-course-for-beginners/?couponCode=82A6BB3CF86B3C611FC9,4.21889,497,English,"5,5 total Stunden",Programmierung,Webentwicklung,,2 days 15:00:00.000000000,{'YouAccel Training'}
86,Setup a Virtual Web Server using Linode or Digital Ocean,https://www.udemy.com/course/setup-a-virtual-web-server-using-linode-or-digital-ocean/?couponCode=4C5BEA8427533DD2637A,4.15,27,English,"2,5 total Stunden",Programmierung,Webentwicklung,,1 days 14:00:00.000000000,{'YouAccel Training'}
87,"JavaScript, Bootstrap, & PHP - Certification for Beginners",https://www.udemy.com/course/javascript-bootstrap-php-certification-for-beginners/?couponCode=3377BCBB60EC87221FFD,4.18182,210,English,6 total Stunden,Programmierung,Webentwicklung,,2 days 15:00:00.000000000,{'YouAccel Training'}
15,Ultimate IELTS Writing: Learn to Master IELTS Writing Task 2,https://www.udemy.com/course/ultimate-ielts-writing-master-ielts-task-2/?couponCode=SPRGBRK,4.53947,107,English,"6,5 total Stunden",Wissenschaft & Lehre,Prüfungsvorbereitung,,1 days 08:00:00.000000000,"{'Landon Jenkins, IELTS Online'}"
42,Maestro en C#  en tiempo récord,https://www.udemy.com/course/c-la-guia-definitiva-aprende-a-programar-de-cero/?couponCode=29D8DBE0D7556B1647DC,4.4359,75,Español,"19,5 total Stunden",Programmierung,Programmiersprachen,,1 days 14:00:00.000000000,{'Licito Hurol'}
