,title,link,rating,num_ratings,language,hours,topic_0,topic_1,topic_2
55,Podcast with Passion and Inspiration,https://www.udemy.com/course/learn-to-podcast-with-passion/?couponCode=DEEFA641976BAD96E326,4.5,40,Englisch,1.5,Marketing,Social-Media-Marketing,Podcasts
24,Make Money Writing: Your Ultimate Guide to Earn as a Writer,https://www.udemy.com/course/make-money-writing-your-ultimate-guide-to-earn-as-a-writer/?couponCode=B39E875569429B33C94F,3.7,14,Englisch,1.0,Marketing,Sonstiges,Buch-Marketing
35,Fire Up Your Website’s Traffic: A Beginner's Guide On SEO,https://www.udemy.com/course/fire-up-your-website-traffic/?couponCode=EB67227396E4FE4B5CDA,3.7,35,Englisch,36.0,Marketing,Suchmaschinenoptimierung,SEO
37,Take your Sibelius skills to the next level - Course 1,https://www.udemy.com/course/take-your-sibelius-skills-to-the-next-level-course-1/?couponCode=SIBELIUS_SKILLS,4.8,10,Englisch,3.0,Musik,Musiksoftware,Musiktheorie
44,Learn Google Forms,https://www.udemy.com/course/learn-google-forms/?couponCode=TRY12FREE,3.8,43,Englisch,1.0,Office-Produktivität,Google,Google Formulare
23,Transformational Leadership Theory - Leadership Wisdom,https://www.udemy.com/course/transformational-leadership-soft-skills/?couponCode=FREECOUPON,4.2,65,Englisch,5.0,Persönliche Entwicklung,Führung,Führung
13,Mastering Interview Skills in 1 Hour with Fortune 500 Exec,https://www.udemy.com/course/mastering-interview-skills-in-1-hour/?couponCode=6833E55983DFA31E1DF4,4.4,318,Englisch,1.0,Persönliche Entwicklung,Karriereentwicklung,Einstellungsgespräch
17,"Advancing Business English: Grammar, Meetings and More",https://www.udemy.com/course/advancing-business-english-grammar-meetings-and-more/?couponCode=CF00610E8A62FC108902,4.5,16,Englisch,1.5,Persönliche Entwicklung,Karriereentwicklung,Business-Englisch
9,Hidden Psychology Secrets Course: Why We Do The Things We Do,https://www.udemy.com/course/the-ultimate-psychology-course-why-we-do-the-things-we-do/?couponCode=FREECOUPON,4.5,100,Englisch,6.0,Persönliche Entwicklung,Persönliche Veränderung,Psychologie
21,Remove Your Mental Financial Success Blocks With EFT Tapping,https://www.udemy.com/course/remove-your-mental-financial-success-blocks-with-eft/?couponCode=F0D3D0E3E2CC2AB7CA5C,4.1,87,Englisch,1.5,Persönliche Entwicklung,Persönliche Veränderung,EFT
38,Certified Mindfulness Life Coach Certification [Accredited],https://www.udemy.com/course/mindfulness-life-coach-certification-accredited/?couponCode=E0941FFDD98CB55EA198,4.7,61,Englisch,3.0,Persönliche Entwicklung,Persönliche Veränderung,Lebenscoaching
10,Speed Reading Simplified,https://www.udemy.com/course/speed-reading-fast/?couponCode=F46C9DA2206A1C417675,4.2,223,Englisch,1.0,Persönliche Entwicklung,Produktivität,Schnelllesen
58,Social Skills for Entrepreneurs,https://www.udemy.com/course/mastering-the-art-of-being-u/?couponCode=1AF2182B0C95BF87EA8E,3.4,29,Englisch,2.5,Persönliche Entwicklung,Selbstwertgefühl,Soziale Kompetenz
47,Dealing With Difficult People - The ULTIMATE Course,https://www.udemy.com/course/dealing-with-difficult-people-work-life/?couponCode=FREECOUPON,3.6,87,Englisch,1.5,Persönliche Entwicklung,Stressbewältigung,Kommunikationsfähigkeiten
40,Deep Learning with Google Colab,https://www.udemy.com/course/deep-learning-with-google-colab/?couponCode=30C3FCBEA64A23082052,3.9,12,Englisch,5.5,Programmierung,Data Science,Deep Learning
20,C++ Working with Files - fstream I/O library,https://www.udemy.com/course/c-operating-on-files/?couponCode=3D820ECBB711841551E7,3.7,153,Englisch,3.0,Programmierung,Programmiersprachen,C
49,Python Programming Beginners Tutorial : Python 3 Programming,https://www.udemy.com/course/a-laymans-guide-to-python/?couponCode=PYTHON_FEB,4.1,182,Englisch,13.5,Programmierung,Programmiersprachen,Python
52,Python For Network Engineers Bootcamp,https://www.udemy.com/course/python-for-network-engineers-bootcamp/?couponCode=FEVRIER2020,3.8,26,Englisch,19.0,Programmierung,Programmiersprachen,Python
71,Python Programming for Beginners,https://www.udemy.com/course/python-programming-for-beginners-j/?couponCode=FEVRIER2020,3.8,79,Englisch,2.0,Programmierung,Programmiersprachen,Python
4,The Complete 2020 Software Testing Bootcamp,https://www.udemy.com/course/testerbootcamp/?couponCode=TESTATHONCELEBRATION,4.4,519,Englisch,7.5,Programmierung,Software-Testing,Software-Testing
14,ISTQB Foundation Level 2018 syllabus Exams,https://www.udemy.com/course/istqb-foundation-level-2018-syllabus-exams/?couponCode=TESTATHONCELEBRATION,4.5,777,Englisch,6.0,Programmierung,Software-Testing,ISTQB Certified Tester Foundation Level (CTFL)
26,Software Test Design Techniques| Black Box & White Box,https://www.udemy.com/course/test-techniques/?couponCode=TESTATHONCELEBRATION,4.4,70,Englisch,3.5,Programmierung,Software-Testing,Software-Testing
27,ISTQB Agile Tester Sample Exams,https://www.udemy.com/course/istqb-agile-tester-sample-exams/?couponCode=TESTATHONCELEBRATION,4.1,122,Englisch,6.0,Programmierung,Software-Testing,ISTQB Agile Tester Foundation Extension (CTFL-AT)
66,Mobile App Testing | Practical + Certified Mob. Tester,https://www.udemy.com/course/certified-mobile-tester/?couponCode=TESTATHONCELEBRATION,3.6,12,Englisch,3.0,Programmierung,Software-Testing,Mobile Testing
56,AutoCAD 2020 and Artificial Intelligence Tools: Part 1,https://www.udemy.com/course/autocad-2020-and-artificial-intelligence-tools-part-1/?couponCode=41BD052F364928C46CE7,3.5,46,Englisch,1.0,Programmierung,Sonstiges,AutoCAD
67,Excel VLOOKUP for beginners,https://www.udemy.com/course/excel-vlookup-for-beginners/?couponCode=VLOOKUP_2,3.9,34,Englisch,1.0,Programmierung,Sonstiges,Vlookup
69,Excel VLOOKUP for beginners,https://www.udemy.com/course/excel-vlookup-for-beginners/?couponCode=VLOOKUP_2,3.9,34,Englisch,1.0,Programmierung,Sonstiges,Vlookup
8,Learn JavaScript - For Beginners,https://www.udemy.com/course/learn-javascript-for-beginners-v/?couponCode=F1D96C31F139E7623BCC,4.0,143,Englisch,1.5,Programmierung,Webentwicklung,JavaScript
28,Learn jQuery - For Beginners,https://www.udemy.com/course/learn-jquery-for-beginners/?couponCode=5C7475426177328B3C18,4.5,87,Englisch,1.5,Programmierung,Webentwicklung,jQuery
30,Learn CSS - For Beginners,https://www.udemy.com/course/learn-css-for-beginners/?couponCode=8B3AD4E0802FB108F065,3.9,68,Englisch,2.0,Programmierung,Webentwicklung,CSS
62,Learn HTML - For Beginners,https://www.udemy.com/course/learn-html-for-beginners/?couponCode=B8973A41DA8D3ACDA7E3,4.1,95,Englisch,2.5,Programmierung,Webentwicklung,HTML
