,title,link,rating,num_ratings,language,duration,topic_0,topic_1,topic_2,expiring,instructor
9,Podcasting Success Strategies: Get Podcast Sponsorships ,https://www.udemy.com/course/podcast-sponsorships/?couponCode=MARCH13PODCASTING,3.65,23,English,"2,5 total Stunden",Marketing,Content-Marketing,,1 days 06:00:00.000000000,"{'Scott Paton', 'Scott Alex', 'Martin Wales'}"
3,First Steps in Market Research,https://www.udemy.com/course/first-steps-in-market-research/?couponCode=MAR2020,3.9,34,English,"1,5 total Stunden",Marketing,Marketinggrundlagen,,1 days 15:00:00.000000000,{'iMarketer School LONDON'}
10,"Abuse Is Not Love Whether Dating, In Domestic Relationship",https://www.udemy.com/course/abuse-is-not-love-whether-dating-in-domestic-relationship/?couponCode=MARCH112020,4.35,17,English,1 total Stunde,Persönliche Entwicklung,Erziehung & Beziehung,,2 days 00:00:00.000000000,{'Crystal Hutchinson Tummala'}
28,First Steps Into Critical Thinking,https://www.udemy.com/course/critical-thinking-in-the-workplace/?couponCode=MAR2020,4.0,81,English,1 total Stunde,Persönliche Entwicklung,Karriereentwicklung,,2 days 13:00:00.000000000,{'Talent Zoom'}
2,The Search For Self - Being Authentic,https://www.udemy.com/course/be-authentic/?couponCode=MARCH12THESEARCH,4.35,32,English,2 total Stunden,Persönliche Entwicklung,Persönliche Veränderung,,0 days 06:00:00.000000000,"{'Scott Paton', 'Scott Alex', 'Richard Butler'}"
40,Relationship Management EI Certification -  Level 4,https://www.udemy.com/course/relationship-management/?couponCode=MARCH12RELATIONSHIP,4.36364,24,English,"2,5 total Stunden",Persönliche Entwicklung,Persönliche Veränderung,,0 days 07:00:00.000000000,"{'Scott Paton', 'Scott Alex', 'Robert Jerus'}"
56,Dealing with Anxiety and Depression,https://www.udemy.com/course/dealing-with-anxiety-and-depression-b/?couponCode=MARCH20,3.91176,35,English,36 Min. gesamt,Persönliche Entwicklung,Persönliche Veränderung,,0 days 00:00:00.000000000,{'Code Of Mind School'}
51,Anger Management Masterclass,https://www.udemy.com/course/anger-management-masterclass-x/?couponCode=MARCH20,3.54167,12,English,1 total Stunde,Persönliche Entwicklung,Stressbewältigung,,1 days 23:00:00.000000000,{'Code Of Mind School'}
69,Complete Python Course: Learn Hands On Practically,https://www.udemy.com/course/complete-python-course-learn-hands-on-practically/?couponCode=UH9011QQK,3.59375,93,English,1 total Stunde,Programmierung,Programmiersprachen,,0 days 23:00:00.000000000,"{'Rex Jone', 'Syan Sarkar'}"
21,JavaScript & jQuery - Certification Course for Beginners,https://www.udemy.com/course/javascript-jquery-certification-course-for-beginners/?couponCode=9FDA1D64A6F03A261CE8,3.92157,98,English,"2,5 total Stunden",Programmierung,Webentwicklung,,0 days 05:00:00.000000000,{'YouAccel Training'}
24,"HTML, JavaScript, & Bootstrap - Certification Course",https://www.udemy.com/course/html-javascript-bootstrap-certification-course/?couponCode=6C9AC7364E349CCE0405,4.34646,247,English,"6,5 total Stunden",Programmierung,Webentwicklung,,0 days 05:00:00.000000000,{'YouAccel Training'}
32,HTML & CSS - Certification Course for Beginners,https://www.udemy.com/course/html-css-certification-course-for-beginners/?couponCode=5345CA1739E806DAEA0D,4.20635,122,English,4 total Stunden,Programmierung,Webentwicklung,,2 days 08:00:00.000000000,{'YouAccel Training'}
57,CSS & JavaScript - Certification Course for Beginners,https://www.udemy.com/course/css-javascript-certification-course-for-beginners/?couponCode=02A1406B09901DF14AF7,4.22642,75,English,3 total Stunden,Programmierung,Webentwicklung,,2 days 08:00:00.000000000,{'YouAccel Training'}
58,Complete Web Development: 22 Courses in 1,https://www.udemy.com/course/the-complete-web-development-course/?couponCode=COMPLETEWEBDEV,3.71429,495,English,"11,5 total Stunden",Programmierung,Webentwicklung,,1 days 08:00:00.000000000,{'Creative Online School'}
60,PHP & MySQL - Certification Course for Beginners,https://www.udemy.com/course/php-mysql-certification-course-for-beginners/?couponCode=0D29272483BD228BB91C,4.2561,178,English,"3,5 total Stunden",Programmierung,Webentwicklung,,2 days 08:00:00.000000000,{'YouAccel Training'}
61,Bootstrap & jQuery - Certification Course for Beginners,https://www.udemy.com/course/bootstrap-jquery-certification-course-for-beginners/?couponCode=EF02903134FD88D42ECE,4.28571,79,English,4 total Stunden,Programmierung,Webentwicklung,,0 days 05:00:00.000000000,{'YouAccel Training'}
63,"Learn MongoDB with PHP, PHP Basics & Advanced, Git, JSON,XML",https://www.udemy.com/course/mastering-mongodb/?couponCode=FREEMONGO,4.15,130,English,"1,5 total Stunden",Programmierung,Webentwicklung,,0 days 09:00:00.000000000,{'Creative Online School'}
30,Udemy Instructor Course: Udemy for Instructors -Unofficial,https://www.udemy.com/course/udemy-instructor-course/?couponCode=9297E38D5893B937B196,4.0,33,English,"1,5 total Stunden",Wissenschaft & Lehre,Lehrausbildung,,0 days 16:00:00.000000000,{'Mauricio Rubio - Agile Guru & Founder of AgileKB | Ureducation'}
55,Kubernetes para Desarrolladores,https://www.udemy.com/course/kubernetes-para-desarrolladores/?couponCode=KUBERNETES_FREE_2020,4.16667,34,Español,4 total Stunden,IT & Software,Sonstiges,,1 days 16:00:00.000000000,"{'Proyecto Oforte Cursos de calidad sobre Tecnología.', 'Pablo Chico de Guzman'}"
1,Tembellik (Atalet) Nedir ve Nasıl Yenilir ?,https://www.udemy.com/course/ataleti-ve-tembelligi-yenebilirsiniz/?couponCode=96F89EF54604D5D14DF5,4.18254,65,Türkçe,42 Min. gesamt,Persönliche Entwicklung,Persönliche Veränderung,,1 days 13:00:00.000000000,{'Emir Baran Salbaş'}
